Order,File_Type,SKU_number,SoldFlag,SoldCount,MarketingType,ReleaseNumber,New_Release_Flag,StrengthFactor,PriceReg,ReleaseYear,ItemCount,LowUserPrice,LowNetPrice
75825,historical,876966,0.0,0.0,s,4,1,2331208.0,39.88,2007,5,51.54,27.83
75826,historical,60728,0.0,0.0,s,3,1,289547.0,51.95,2002,63,51.54,23.98
75827,historical,203467,0.0,0.0,s,2,1,453804.0,43.95,2003,35,58.94,602.7
75828,historical,627892,0.0,0.0,s,2,1,1250442.0,72.95,2012,15,30.98248656474811,0.0
75829,historical,619768,0.0,0.0,s,3,1,68889.0,64.95,2011,54,24.69,39.49
75830,historical,594686,0.0,0.0,s,1,0,802594.0,136.95,2012,24,30.98248656474811,64.66
75831,historical,539296,0.0,0.0,s,11,1,23240.0,42.6,2013,49,27.38,33.53
75832,historical,626450,0.0,0.0,s,2,1,297110.0,69.2,2003,27,11.4,33.99
75833,historical,619846,0.0,0.0,s,10,1,93623.0,40.8,2005,33,19.16,24.73
75834,historical,676095,0.0,0.0,s,9,1,226204.0,29.95,2005,71,22.07,15.48
75835,historical,865754,0.0,0.0,s,10,1,22613.0,32.95,2011,32,22.07,20.98
75836,historical,56270,0.0,0.0,s,3,1,2153544.0,32.0,1999,95,34.54,4.0
75837,historical,56268,0.0,0.0,s,4,1,904806.0,36.99,2004,99,34.54,5.98
75838,historical,416669,0.0,0.0,s,3,1,170050.0,36.95,2011,34,14.49,32.98
75839,historical,663507,0.0,0.0,s,4,1,1723173.0,44.99,2013,20,25.91,22.5
75840,historical,655466,0.0,0.0,s,2,1,108635.0,49.95,2012,19,33.66,32.46
75841,historical,527253,0.0,0.0,s,2,1,314555.0,19.95,2009,30,17.73,48.49
75843,historical,235136,1.0,1.0,s,4,1,19406.0,60.75,2011,56,21.93,39.76
75844,historical,2663136,0.0,0.0,s,2,1,3822288.0,55.0,1991,17,73.02,37.57
75845,historical,627512,0.0,0.0,s,3,1,962572.0,41.95,2008,26,22.98,32.99
75846,historical,649709,0.0,0.0,s,1,0,273113.0,54.99,2012,45,35.37,32.95
75847,historical,57022,0.0,0.0,s,6,1,372416.0,81.0,1997,126,76.18,14.49
75848,historical,57018,1.0,1.0,s,7,1,202638.0,116.4,2001,117,76.18,11.99
75849,historical,336295,0.0,0.0,s,2,1,2346901.0,39.95,2000,38,53.03,18.99
75850,historical,655670,0.0,0.0,s,3,1,516560.0,51.42,2010,12,30.98248656474811,73.39
75851,historical,625043,1.0,1.0,s,5,1,480282.0,79.95,2002,54,4.93,50.19
75852,historical,615776,0.0,0.0,s,1,0,313716.0,137.0,2003,57,30.98248656474811,57.47
75853,historical,906606,0.0,0.0,s,0,0,83053.0,50.0,2014,36,22.88,23.23
75854,historical,621131,0.0,0.0,s,1,0,101485.0,49.95,2002,26,30.98248656474811,0.0
75855,historical,860443,0.0,0.0,s,2,1,784225.0,125.95,2011,36,19.94,63.99
75856,historical,615045,0.0,0.0,s,2,1,1021566.0,219.95,2001,28,4.36,46.97
75857,historical,608964,0.0,0.0,s,6,1,11577.0,59.95,2008,109,25.99,32.85
75858,historical,649497,0.0,0.0,s,1,0,68363.0,39.99,2013,42,27.18,23.94
75859,historical,1989666,0.0,0.0,s,2,1,45221.0,49.99,2014,26,25.48,31.79
75860,historical,646931,0.0,0.0,s,1,0,420712.0,49.99,2013,28,218.19,79.01
75861,historical,860151,0.0,0.0,s,1,0,1015451.0,49.99,2010,26,23.41,27.62
75862,historical,547224,0.0,0.0,s,1,0,379130.0,44.95,2012,53,30.98248656474811,16.68
75865,historical,181964,0.0,0.0,s,1,0,1090559.0,39.99,2007,94,3.99,12.52
75866,historical,527248,0.0,0.0,s,4,1,509962.0,54.99,2010,38,31.94,34.9
75867,historical,635645,0.0,0.0,s,2,1,95941.0,59.99,2012,54,24.96,41.06
75868,historical,193942,0.0,0.0,s,2,1,389680.0,49.99,2003,54,9.94,6.99
75870,historical,665313,0.0,0.0,s,3,1,235989.0,54.99,2012,18,30.98248656474811,0.0
75872,historical,146775,0.0,0.0,s,4,1,72984.0,44.99,2011,43,21.95,29.49
75873,historical,608858,0.0,0.0,s,2,1,2101664.0,49.99,2003,42,13.19,9.7
75874,historical,610224,0.0,0.0,s,3,1,208484.0,59.99,2014,26,31.2,34.24
75876,historical,527241,0.0,0.0,s,4,1,12004.0,59.99,2012,50,28.0,28.97
75878,historical,620838,1.0,1.0,s,2,1,236691.0,59.99,2007,42,21.45,41.08
75881,historical,2257157,1.0,1.0,s,7,1,303420.0,60.22,2010,41,13.71,23.51
75882,historical,827494,0.0,0.0,s,4,1,4995950.0,42.95,1999,31,61.21,4.36
75883,historical,157467,0.0,0.0,s,2,1,187677.0,67.95,2009,36,48.06,53.52
75884,historical,527236,0.0,0.0,s,2,1,139439.0,76.95,2008,34,45.19,59.12
75885,historical,868439,0.0,0.0,s,3,1,164871.0,69.95,2014,40,38.14,45.81
75886,historical,534675,0.0,0.0,s,4,1,48328.0,86.95,2012,55,54.18,49.26
75887,historical,56500,0.0,0.0,s,17,1,2677642.0,8.94,2007,52,55.49,13.0
75888,historical,2273386,0.0,0.0,s,22,1,838402.0,100.95,2012,29,73.87,124.52
75890,historical,566202,0.0,0.0,s,2,1,644647.0,112.95,2009,35,23.23,63.99
75891,historical,527231,0.0,0.0,s,2,1,50788.0,149.0,2012,49,56.67,74.1
75892,historical,222276,0.0,0.0,s,4,1,2978425.0,55.0,2002,16,62.98,18.99
75893,historical,632030,0.0,0.0,s,1,0,648297.0,112.0,2013,55,32.27,35.99
75894,historical,2423752,0.0,0.0,s,3,1,855706.0,109.0,1983,30,28.99,135.27
75895,historical,571876,0.0,0.0,s,4,1,102442.0,378.95,2002,74,203.98,47.44
75896,historical,907226,0.0,0.0,s,3,1,377669.0,120.0,2008,18,9.71,74.59
75898,historical,875185,0.0,0.0,s,2,1,159089.0,59.95,2010,19,89.98,50.47
75900,historical,527229,0.0,0.0,s,7,1,331887.0,39.0,2010,38,7.49,13.47
75901,historical,1517807,0.0,0.0,s,2,1,224716.0,42.95,2007,28,20.94,29.96
75902,historical,193976,0.0,0.0,s,2,1,52739.0,99.0,2004,64,24.82,27.48
75903,historical,527228,1.0,1.0,s,3,1,52949.0,95.95,2012,57,53.94,52.35
75904,historical,293285,0.0,0.0,s,3,1,80040.0,42.0,2010,57,19.96,22.48
75905,historical,194143,0.0,0.0,s,3,1,74110.0,69.0,2008,51,23.37,35.59
75906,historical,53981,1.0,1.0,s,4,1,848944.0,88.95,2003,248,73.99,10.77
75907,historical,595632,0.0,0.0,s,5,1,1267517.0,63.34,2012,24,32.19,66.51
75908,historical,194039,0.0,0.0,s,3,1,344665.0,64.0,2004,15,30.98248656474811,56.48
75909,historical,564736,0.0,0.0,s,1,0,482568.0,33.95,2009,31,117.99,24.87
75910,historical,657982,0.0,0.0,s,7,1,1103817.0,69.84,2010,11,63.99,73.32
75911,historical,606826,0.0,0.0,s,9,1,1740283.0,94.06,2002,80,122.28,18.98
75912,historical,60730,0.0,0.0,s,7,1,522071.0,90.89524344324518,2006,30,75.99,33.27
75913,historical,575916,0.0,0.0,s,3,1,48660.0,126.95,2011,51,31.77,71.69
75914,historical,617787,0.0,0.0,s,6,1,1244015.0,121.25,2004,29,30.98248656474811,131.39
75915,historical,533915,1.0,1.0,s,6,1,245615.0,275.95,2006,33,42.14,169.12
75916,historical,534109,1.0,1.0,s,12,1,838912.0,162.5,2007,33,122.28,27.99
75917,historical,1657851,0.0,0.0,s,4,1,4888509.0,55.42,2009,9,18.97,91.83
75918,historical,714848,0.0,0.0,s,2,1,606828.0,120.2,2002,28,43.98,90.63
75919,historical,527221,0.0,0.0,s,2,1,223466.0,58.99,2012,25,27.97,31.31
75920,historical,248912,0.0,0.0,s,3,1,294037.0,55.95,2007,29,30.98248656474811,0.0
75921,historical,527220,0.0,0.0,s,3,1,665156.0,89.99,2013,29,62.6,59.4
75922,historical,578984,0.0,0.0,s,3,1,2748029.0,59.0,1994,43,47.79,6.32
75923,historical,625355,0.0,0.0,s,0,0,159593.0,119.5,2007,51,90.98,66.99
75924,historical,118178,0.0,0.0,s,0,0,508853.0,118.25,2006,38,90.98,61.99
75925,historical,51840,0.0,0.0,s,6,1,529369.0,14.95,2004,33,76.72,14.95
75927,historical,615747,1.0,1.0,s,4,1,363778.0,135.13,2012,24,30.98248656474811,0.0
75928,historical,611832,0.0,0.0,s,5,1,976548.0,59.28,2012,5,43.95,58.99
75929,historical,543128,0.0,0.0,s,2,1,283211.0,55.95,2011,41,18.99,30.48
75930,historical,2551641,0.0,0.0,s,3,1,2169278.0,79.95,1996,23,84.58,46.97
75931,historical,626711,0.0,0.0,s,4,1,240790.0,66.99,2012,27,24.99,41.98
75932,historical,254000,0.0,0.0,s,1,0,1161387.0,79.95,2010,39,41.04,6.33
75933,historical,613740,0.0,0.0,s,0,0,700524.0,97.95,2011,78,10.53,13.93
75934,historical,632631,0.0,0.0,s,2,1,1383174.0,115.95,2003,28,26.59,80.63
75935,historical,527213,0.0,0.0,s,5,1,893107.0,65.0,2011,30,25.51,25.52
75936,historical,763549,0.0,0.0,s,2,1,3703406.0,231.95,1998,39,41.98,16.47
75938,historical,527212,0.0,0.0,s,2,1,123810.0,39.95,2008,43,26.48,38.41
75939,historical,176762,0.0,0.0,s,2,1,1272413.0,123.95,2000,30,41.98,52.99
75940,historical,612911,1.0,1.0,s,0,0,57125.0,107.85,2006,203,12.26,29.8
75941,historical,691754,0.0,0.0,s,3,1,5024304.0,109.95,1998,27,65.67,19.99
75942,historical,922947,0.0,0.0,s,7,1,859943.0,84.36,1998,113,4.0,5.98
75943,historical,2040768,0.0,0.0,s,3,1,411078.0,57.76,2010,18,30.98248656474811,42.25
75944,historical,613175,0.0,0.0,s,0,0,217206.0,99.35,1999,71,30.98248656474811,42.92
75946,historical,153958,0.0,0.0,s,3,1,154071.0,146.0,2006,44,30.98248656474811,0.0
75948,historical,657122,0.0,0.0,s,2,1,586742.0,49.99,2013,43,26.1,29.95
75949,historical,629153,0.0,0.0,s,3,1,328719.0,208.53,2012,43,100.86,53.29
75950,historical,607404,0.0,0.0,s,2,1,1750547.0,138.0,1995,54,5.57,16.55
75951,historical,116465,0.0,0.0,s,3,1,904400.0,208.2,2005,54,5.57,59.94
75952,historical,774077,0.0,0.0,s,4,1,1228951.0,165.33,1999,24,30.98248656474811,62.99
75953,historical,144128,0.0,0.0,s,3,1,505297.0,189.2,1999,37,30.98248656474811,66.97
75954,historical,870929,1.0,4.0,s,9,1,300080.0,186.0,2013,26,30.98248656474811,69.98
75955,historical,527200,0.0,0.0,s,3,1,261281.0,53.8,2012,30,31.81,43.98
75956,historical,192069,0.0,0.0,s,5,1,2026347.0,18.99,2003,32,12.61,18.99
75957,historical,118541,1.0,1.0,s,4,1,14130.0,205.2,2007,68,97.19,103.99
75958,historical,631724,0.0,0.0,s,2,1,728441.0,53.8,2007,34,48.29,21.54
75959,historical,252553,0.0,0.0,s,6,1,80423.0,175.0,2007,94,59.6,77.8
75960,historical,606689,0.0,0.0,s,5,1,2667892.0,103.95,1999,45,153.22,14.49
75961,historical,527203,0.0,0.0,s,4,1,899962.0,98.47,2008,23,30.98248656474811,43.87
75962,historical,540624,0.0,0.0,s,3,1,21092.0,117.8,2012,120,36.99,78.99
75963,historical,561108,1.0,1.0,s,2,1,839705.0,94.4,2007,103,36.99,9.98
75964,historical,867073,0.0,0.0,s,3,1,440891.0,96.2,2012,27,100.86,73.99
75965,historical,608528,0.0,0.0,s,6,1,711360.0,218.95,2003,66,95.98,68.97
75968,historical,644003,0.0,0.0,s,2,1,952512.0,42.0,2008,38,4.03,45.08
75969,historical,1768181,0.0,0.0,s,6,1,327461.0,61.95,2014,25,48.75,43.42
75971,historical,527198,0.0,0.0,s,4,1,374280.0,69.95,2012,29,54.13,45.6
75972,historical,862227,0.0,0.0,s,8,1,9990.0,229.95,2014,38,52.16,118.99
75973,historical,608164,0.0,0.0,s,5,1,316609.0,79.16,1998,36,52.16,16.99
75974,historical,614282,1.0,1.0,s,1,0,417423.0,172.25,2004,68,58.99,83.94
75975,historical,704357,0.0,0.0,s,5,1,1480505.0,152.7,2006,26,99.49,48.99
75976,historical,108836,0.0,0.0,s,4,1,476758.0,21.99,2003,37,99.49,20.99
75977,historical,2663475,0.0,0.0,s,2,1,1846595.0,135.0,1994,22,135.71,23.43
75978,historical,278198,0.0,0.0,s,2,1,599922.0,143.75,2005,22,35.74,89.95
75979,historical,510594,0.0,0.0,s,2,1,711437.0,149.0,2008,19,30.98248656474811,0.0
75980,historical,667174,0.0,0.0,s,0,0,1141784.0,144.0,1993,99,69.34,31.49
75981,historical,874830,0.0,0.0,s,0,0,1551790.0,146.0,1992,65,69.34,47.29
75982,historical,657926,0.0,0.0,s,7,1,324421.0,196.93,2013,57,138.89,86.98
75983,historical,537813,0.0,0.0,s,5,1,2248731.0,84.0,1997,33,96.63,54.65
75984,historical,566494,0.0,0.0,s,5,1,254876.0,219.5,2001,56,54.17,99.28
75985,historical,52979,0.0,0.0,s,7,1,970868.0,26.91,2006,92,118.59,8.98
75986,historical,56580,0.0,0.0,s,4,1,294999.0,178.13,2009,45,64.91,137.63
75987,historical,2575499,0.0,0.0,s,4,1,1447579.0,22.89,1992,39,30.98248656474811,22.89
75988,historical,608342,0.0,0.0,s,5,1,128570.0,222.25,2001,57,37.49,53.94
75989,historical,434829,0.0,0.0,s,6,1,713981.0,171.6,2008,25,72.5,217.85
75990,historical,613911,0.0,0.0,s,2,1,163730.0,64.8,2004,61,30.98248656474811,0.0
75991,historical,707660,0.0,0.0,s,0,0,253068.0,108.64,2004,25,30.98248656474811,78.99
75992,historical,663679,1.0,1.0,s,0,0,10748.0,48.0,2013,48,16.99,29.34
75993,historical,293264,0.0,0.0,s,2,1,368931.0,84.0,2005,45,21.99,54.98
75994,historical,280766,0.0,0.0,s,4,1,800820.0,89.99,2003,33,30.98248656474811,59.98
75995,historical,655228,0.0,0.0,s,5,1,5536.0,62.95,2013,78,38.99,39.34
75996,historical,652485,0.0,0.0,s,11,1,450180.0,157.33,2012,33,113.99,122.99
75997,historical,51403,0.0,0.0,s,7,1,1400560.0,103.0,2000,49,113.99,17.99
75998,historical,194116,0.0,0.0,s,3,1,2700635.0,85.0,2004,45,81.7,30.23
75999,historical,633259,0.0,0.0,s,5,1,394308.0,102.99,2010,18,55.43,49.44
76000,historical,538201,0.0,0.0,s,13,1,719441.0,35.0,2010,35,17.93,10.0
76001,historical,553909,0.0,0.0,s,3,1,1241636.0,182.6,1987,52,7.84,30.04
76002,historical,678184,0.0,0.0,s,2,1,154850.0,24.99,2009,23,30.98248656474811,0.0
76003,historical,764694,0.0,0.0,s,4,1,997534.0,190.95,2001,35,4.99,70.57
76005,historical,1651392,0.0,0.0,s,2,1,134451.0,40.95,2006,30,30.98248656474811,32.65
76006,historical,620363,0.0,0.0,s,1,0,782829.0,268.95,2004,44,30.98248656474811,49.98
76007,historical,2030885,0.0,0.0,s,2,1,2898345.0,179.0,2007,16,187.94,48.27
76011,historical,542936,0.0,0.0,s,2,1,374590.0,14.99,2010,20,30.98248656474811,0.0
76012,historical,279554,0.0,0.0,s,2,1,119825.0,41.95,2010,44,28.97,35.96
76013,historical,229513,0.0,0.0,s,0,0,905700.0,29.95,2004,45,28.97,22.88
76014,historical,813008,0.0,0.0,s,0,0,436683.0,28.95,2011,8,68.39,23.94
76015,historical,624319,0.0,0.0,s,0,0,1059500.0,40.0,2010,29,18.12,26.58
76016,historical,154037,0.0,0.0,s,5,1,112580.0,66.75,2010,31,30.98248656474811,42.99
76017,historical,609362,0.0,0.0,s,3,1,3417553.0,56.95,1998,36,30.98248656474811,13.99
76018,historical,635293,0.0,0.0,s,3,1,26556.0,59.95,2006,30,30.98248656474811,0.0
76019,historical,658135,0.0,0.0,s,6,1,292663.0,35.0,2012,20,12.81,14.08
76023,historical,644142,0.0,0.0,s,2,1,51472.0,49.95,2005,12,30.98248656474811,0.0
76031,historical,719090,0.0,0.0,s,7,1,672320.0,65.0,2000,53,47.31,46.85
76032,historical,745440,1.0,1.0,s,1,0,809866.0,31.95,2008,18,30.98248656474811,18.99
76033,historical,907941,0.0,0.0,s,2,1,181300.0,34.95,2014,21,27.26,26.41
76034,historical,1554362,0.0,0.0,s,3,1,2099978.0,35.95,2014,16,34.42,32.17
76035,historical,629199,0.0,0.0,s,2,1,96506.0,44.0,2012,22,30.98248656474811,32.11
76036,historical,268769,1.0,1.0,s,5,1,7970.0,22.0,2005,77,8.25,12.99
76038,historical,620322,0.0,0.0,s,2,1,76994.0,72.0,2006,15,30.98248656474811,0.0
76039,historical,194152,0.0,0.0,s,2,1,1160149.0,66.0,2007,47,35.76,52.89
76041,historical,637866,0.0,0.0,s,8,1,481701.0,182.0,2011,32,83.99,153.99
76042,historical,106210,0.0,0.0,s,5,1,288446.0,135.0,2010,50,30.98,62.98
76044,historical,541365,0.0,0.0,s,4,1,213639.0,81.95,2013,42,153.99,43.68
76045,historical,620001,0.0,0.0,s,3,1,785781.0,137.8,2002,36,6.08,19.99
76046,historical,199864,0.0,0.0,s,2,1,352154.0,128.95,2002,36,42.59,88.2
76047,historical,218712,0.0,0.0,s,1,0,711137.0,156.0,2009,49,25.71,51.99
76048,historical,116752,0.0,0.0,s,2,1,46827.0,192.6,2005,59,12.7,43.98
76049,historical,176889,0.0,0.0,s,2,1,34583.0,320.95,2005,52,9.13,39.88
76050,historical,637161,0.0,0.0,s,2,1,509023.0,55.0,2008,21,36.53,45.81
76051,historical,313394,0.0,0.0,s,8,1,13447162.0,100.0,2001,10,44.17,233.99
76052,historical,296804,0.0,0.0,s,2,1,73053.0,49.95,2008,22,30.98248656474811,0.0
76053,historical,619810,0.0,0.0,s,2,1,574343.0,79.95,2008,54,48.99,44.58
76054,historical,231601,0.0,0.0,s,3,1,458180.0,107.95,2002,52,47.88,64.98
76055,historical,569373,0.0,0.0,s,4,1,707253.0,450.95,1991,63,4.96,60.41
76056,historical,118206,0.0,0.0,s,6,1,632948.0,128.33,1996,29,32.5,67.51
76057,historical,896850,0.0,0.0,s,0,0,553245.0,49.6,2007,9,30.98248656474811,49.62
76058,historical,622646,0.0,0.0,s,2,1,135436.0,89.95,2010,33,41.99,53.8
76059,historical,2031001,0.0,0.0,s,2,1,2107775.0,189.0,2008,15,68.93,26.51
76060,historical,668043,0.0,0.0,s,2,1,349332.0,59.95,2011,20,30.98248656474811,0.0
76061,historical,629203,0.0,0.0,s,1,0,362666.0,205.95,2012,22,53.99,83.99
76062,historical,879783,0.0,0.0,s,5,1,1998531.0,81.85,2007,31,92.99,86.56
76063,historical,527169,0.0,0.0,s,2,1,896289.0,99.0,2011,38,30.93,60.79
76064,historical,615130,0.0,0.0,s,0,0,17320.0,58.0,1997,35,30.98248656474811,48.79
76065,historical,164578,0.0,0.0,s,2,1,771427.0,205.0,2000,40,9.56,47.04
76066,historical,288791,0.0,0.0,s,2,1,546935.0,93.95,2007,33,47.44,61.54
76067,historical,547012,0.0,0.0,s,3,1,1313334.0,50.0,2013,16,29.29,31.85
76068,historical,637701,0.0,0.0,s,3,1,41741.0,57.95,2012,45,44.7,45.72
76069,historical,2737643,0.0,0.0,s,2,1,2608078.0,54.95,2005,25,6.66,21.76
76070,historical,162064,0.0,0.0,s,2,1,237344.0,75.0,2009,25,49.99,53.21
76071,historical,261305,0.0,0.0,s,2,1,931857.0,56.0,1999,26,31.1,25.98
76072,historical,916635,0.0,0.0,s,2,1,1814311.0,29.95,2006,42,12.23,9.65
76073,historical,256411,0.0,0.0,s,3,1,1081367.0,35.0,2007,25,12.23,61.39
76075,historical,1550926,0.0,0.0,s,2,1,2364578.0,35.95,2013,18,144.07,27.26
76076,historical,1675350,0.0,0.0,s,0,0,300893.0,59.99,2009,11,64.07,45.0
76077,historical,544255,0.0,0.0,s,11,1,270880.0,163.95,2013,36,41.99,68.98
76078,historical,57664,0.0,0.0,s,7,1,3203700.0,66.95,2000,49,41.99,12.86
76079,historical,131806,0.0,0.0,s,1,0,578524.0,169.8,2005,18,30.98248656474811,152.86
76080,historical,918319,0.0,0.0,s,2,1,2112711.0,57.0,1995,27,12.37,8.99
76081,historical,2016424,0.0,0.0,s,0,0,331238.0,41.5,2006,12,27.67,26.01
76082,historical,702384,0.0,0.0,s,3,1,581790.0,40.0,2012,17,30.98248656474811,0.0
76083,historical,701646,0.0,0.0,s,2,1,1511827.0,55.0,2008,52,9.07,23.23
76085,historical,2169574,0.0,0.0,s,0,0,1185241.0,194.95,2014,35,116.76,61.7
76086,historical,867605,0.0,0.0,s,9,1,935186.0,74.99,2014,12,46.08,31.83
76087,historical,912711,0.0,0.0,s,0,0,483429.0,39.99,2011,26,30.98248656474811,5.88
76088,historical,634306,0.0,0.0,s,1,0,369964.0,39.99,2011,25,28.62,13.46
76089,historical,1779378,0.0,0.0,s,2,1,258748.0,44.99,2013,18,28.62,26.98
76090,historical,864725,0.0,0.0,s,5,1,12377.0,99.95,2013,31,50.99,63.47
76091,historical,1960012,0.0,0.0,s,6,1,820822.0,49.95,2013,12,30.98248656474811,44.54
76092,historical,1981172,0.0,0.0,s,9,1,789549.0,69.95,2013,27,49.67,61.94
76095,historical,627492,0.0,0.0,s,2,1,1104569.0,54.99,2009,41,6.44,22.98
76097,historical,646928,0.0,0.0,s,7,1,50980.0,59.99,2013,32,25.21,19.65
76098,historical,162812,0.0,0.0,s,5,1,874270.0,59.99,2009,43,25.21,13.9
76099,historical,244346,0.0,0.0,s,6,1,918552.0,59.99,2011,50,25.21,9.47
76100,historical,527158,0.0,0.0,s,4,1,496320.0,50.0,2013,22,22.99,30.4
76101,historical,701799,1.0,1.0,s,3,1,1333691.0,49.99,2009,51,22.99,11.94
76102,historical,621292,0.0,0.0,s,2,1,43760.0,35.95,2012,86,21.01,23.69
76103,historical,667290,0.0,0.0,s,2,1,18395.0,61.99,2012,28,48.4,39.96
76104,historical,911150,0.0,0.0,s,5,1,585778.0,49.99,2006,20,23.86,37.19
76105,historical,627322,0.0,0.0,s,2,1,1451293.0,47.13,2005,19,30.98248656474811,44.45
76106,historical,279947,0.0,0.0,s,3,1,650395.0,49.99,2010,22,31.99,35.99
76107,historical,527157,0.0,0.0,s,4,1,919579.0,28.95,2008,24,16.83,172.89
76108,historical,875871,0.0,0.0,s,7,1,6879.0,56.95,2015,31,38.86,33.45
76109,historical,1943598,0.0,0.0,s,13,1,20203.0,39.99,2015,12,39.19,31.18
76110,historical,898609,0.0,0.0,s,3,1,33694.0,65.99,2014,27,37.98,42.39
76111,historical,789672,0.0,0.0,s,1,0,1691903.0,86.99,2007,17,30.98248656474811,54.88
76112,historical,664735,0.0,0.0,s,2,1,18157.0,54.95,2013,53,29.59,32.2
76113,historical,543751,0.0,0.0,s,2,1,98855.0,81.95,2012,25,23.19,68.27
76114,historical,635094,0.0,0.0,s,2,1,393425.0,53.0,2009,18,29.23,36.35
76115,historical,170176,0.0,0.0,s,3,1,531835.0,53.95,2009,33,35.34,10.52
76116,historical,862230,0.0,0.0,s,5,1,38553.0,52.95,2014,37,35.34,33.71
76117,historical,527151,0.0,0.0,s,4,1,96462.0,46.95,2007,27,11.48,33.98
76118,historical,527150,0.0,0.0,s,6,1,88820.0,53.0,2012,61,27.18,30.13
76119,historical,3462461,0.0,0.0,s,8,1,124916.0,48.95,2016,6,33.66,46.49
76120,historical,147132,0.0,0.0,s,5,1,176686.0,40.95,2004,28,5.23,43.63
76123,historical,57087,1.0,1.0,s,3,1,31785.0,61.95,2007,117,30.43,32.57
76124,historical,141948,0.0,0.0,s,6,1,93198.0,13.98,2009,154,27.53,7.41
76125,historical,142065,0.0,0.0,s,7,1,12802.0,26.75,2012,152,27.53,8.99
76127,historical,652587,0.0,0.0,s,2,1,162625.0,46.95,2012,27,25.79,21.54
76132,historical,534499,0.0,0.0,s,4,1,4699.0,12.95,2010,52,30.98248656474811,0.0
76133,historical,536373,0.0,0.0,s,5,1,104282.0,29.95,2012,60,13.53,23.97
76134,historical,625771,0.0,0.0,s,3,1,966851.0,46.6,2007,23,10.01,24.99
76135,historical,879560,1.0,1.0,s,7,1,1140.0,37.0,2014,118,29.76,25.48
76136,historical,54245,0.0,0.0,s,5,1,157444.0,13.99,2009,108,29.76,10.68
76138,historical,170185,0.0,0.0,s,5,1,203888.0,40.95,2011,84,23.37,14.39
76139,historical,541612,0.0,0.0,s,2,1,678160.0,42.95,2006,16,18.98,84.49
76140,historical,432382,1.0,1.0,s,3,1,39783.0,91.0,2009,66,43.96,67.16
76141,historical,327749,0.0,0.0,s,5,1,418387.0,90.89524344324518,2007,15,43.94,54.71
76142,historical,560726,0.0,0.0,s,3,1,3106452.0,28.2,2001,56,28.6,11.4
76143,historical,595223,0.0,0.0,s,7,1,46690.0,91.0,2012,61,43.94,68.94
76144,historical,871119,0.0,0.0,s,1,0,548456.0,59.95,1995,67,54.91,10.28
76145,historical,609975,0.0,0.0,s,4,1,138822.0,75.0,2013,15,54.91,51.47
76146,historical,765685,1.0,1.0,s,7,1,615684.0,110.95,2003,60,4.0,19.65
76147,historical,642141,0.0,0.0,s,2,1,821709.0,131.33,2012,24,30.98248656474811,73.45
76148,historical,634850,1.0,1.0,s,6,1,276001.0,87.0,2011,29,28.93,57.95
76150,historical,114098,0.0,0.0,s,5,1,1773990.0,91.8,2000,36,81.54,10.98
76151,historical,615044,0.0,0.0,s,7,1,622213.0,198.8,2001,32,30.98248656474811,0.0
76152,historical,623390,1.0,2.0,s,2,1,31881.0,57.95,2012,55,17.99,28.79
76153,historical,553508,0.0,0.0,s,4,1,132099.0,134.4,2009,36,19.24,101.93
76154,historical,118977,0.0,0.0,s,8,1,21469.0,156.8,2010,52,31.49,62.98
76155,historical,268232,0.0,0.0,s,3,1,762744.0,49.95,2010,13,38.99,71.96
76156,historical,715620,0.0,0.0,s,4,1,4045271.0,88.0,1997,33,58.98,17.75
76157,historical,2256518,1.0,3.0,s,7,1,1614848.0,121.41,2010,28,30.98248656474811,85.33
76158,historical,291634,0.0,0.0,s,1,0,69573.0,147.95,2003,39,30.98248656474811,50.32
76159,historical,553131,0.0,0.0,s,2,1,102807.0,77.0,2012,30,19.98,60.16
76160,historical,320288,0.0,0.0,s,3,1,991171.0,99.95,2002,24,4.97,70.49
76161,historical,277952,1.0,1.0,s,2,1,930291.0,183.95,2000,35,49.87,123.0
76162,historical,527136,0.0,0.0,s,5,1,59866.0,21.99,2010,21,5.42,15.26
76163,historical,614952,0.0,0.0,s,1,0,294528.0,91.4,2004,55,30.98248656474811,62.96
76164,historical,553084,0.0,0.0,s,1,0,338442.0,156.4,2012,44,30.98248656474811,18.07
76166,historical,872474,0.0,0.0,s,3,1,958195.0,78.0,1998,31,52.37,25.96
76167,historical,133277,0.0,0.0,s,5,1,38613.0,98.95,2010,64,52.37,65.99
76168,historical,222323,0.0,0.0,s,1,0,426700.0,90.0,2007,18,30.98248656474811,0.0
76169,historical,1869363,0.0,0.0,s,11,1,331947.0,49.95,2014,10,30.98248656474811,40.4
76170,historical,334071,0.0,0.0,s,3,1,10788.0,73.25,2011,66,38.99,49.17
76171,historical,556892,0.0,0.0,s,1,0,64360.0,133.4,2011,60,58.82,127.03
76172,historical,537919,0.0,0.0,s,3,1,809430.0,80.2,2003,35,138.19,7.84
76173,historical,1477570,0.0,0.0,s,7,1,409244.0,49.99,2015,15,43.98,40.11
76174,historical,720700,0.0,0.0,s,1,0,352755.0,35.0,2005,97,83.99,6.84
76175,historical,870015,0.0,0.0,s,5,1,242518.0,48.95,2013,49,31.9,32.3
76177,historical,270662,0.0,0.0,s,12,1,399008.0,49.0,2009,80,4.0,9.08
76178,historical,639482,0.0,0.0,s,3,1,694383.0,55.95,2001,20,10.99,31.09
